Timestep, S, V, S+V, I+VI, R, I, VI
104, 161944, 21363, 199223, 777, 15916, 764, 13
105, 161303, 21758, 199242, 758, 16181, 747, 11
106, 160691, 22153, 199276, 724, 16432, 713, 11
107, 160044, 22548, 199285, 715, 16693, 705, 10
108, 159447, 22941, 199327, 673, 16939, 664, 9
109, 158861, 23330, 199347, 653, 17156, 636, 17
110, 158259, 23726, 199393, 607, 17408, 591, 16
111, 157656, 24119, 199387, 613, 17612, 595, 18
112, 157067, 24514, 199390, 610, 17809, 596, 14
113, 156469, 24910, 199394, 606, 18015, 592, 14
114, 155904, 25299, 199428, 572, 18225, 553, 19
115, 155309, 25691, 199419, 581, 18419, 562, 19
116, 154745, 26082, 199448, 552, 18621, 529, 23
117, 154198, 26476, 199471, 529, 18797, 510, 19
118, 153631, 26874, 199505, 495, 19000, 484, 11
119, 153102, 27270, 199545, 455, 19173, 446, 9
120, 152558, 27670, 199554, 446, 19326, 443, 3
121, 152018, 28067, 199580, 420, 19495, 414, 6
122, 151482, 28462, 199572, 428, 19628, 422, 6
123, 150950, 28858, 199580, 420, 19772, 411, 9
124, 150399, 29252, 199566, 434, 19915, 423, 11
125, 149859, 29646, 199561, 439, 20056, 426, 13
126, 149335, 30041, 199568, 432, 20192, 418, 14
127, 148791, 30436, 199576, 424, 20349, 409, 15
128, 148242, 30834, 199571, 429, 20495, 418, 11
129, 147698, 31230, 199552, 448, 20624, 437, 11
130, 147185, 31625, 199583, 417, 20773, 409, 8
131, 146656, 32022, 199602, 398, 20924, 389, 9
132, 146139, 32416, 199627, 373, 21072, 362, 11
133, 145615, 32811, 199616, 384, 21190, 373, 11
134, 145093, 33208, 199623, 377, 21322, 368, 9
135, 144576, 33604, 199625, 375, 21445, 367, 8
136, 144070, 33997, 199641, 359, 21574, 349, 10
137, 143560, 34392, 199651, 349, 21699, 335, 14
138, 143047, 34788, 199655, 345, 21820, 330, 15
139, 142552, 35185, 199670, 330, 21933, 319, 11
140, 142026, 35580, 199654, 346, 22048, 335, 11
141, 141536, 35972, 199673, 327, 22165, 311, 16
142, 141044, 36372, 199679, 321, 22263, 308, 13
143, 140539, 36767, 199700, 300, 22394, 289, 11
144, 140062, 37164, 199718, 282, 22492, 275, 7
145, 139583, 37561, 199728, 272, 22584, 264, 8
146, 139114, 37953, 199761, 239, 22694, 227, 12
147, 138645, 38350, 199769, 231, 22774, 219, 12
148, 138182, 38749, 199787, 213, 22856, 205, 8
149, 137716, 39144, 199793, 207, 22933, 198, 9
150, 137251, 39542, 199798, 202, 23005, 194, 8
151, 136792, 39937, 199798, 202, 23069, 191, 11
152, 136337, 40334, 199811, 189, 23140, 180, 9
153, 135874, 40733, 199814, 186, 23207, 179, 7
154, 135419, 41131, 199821, 179, 23271, 175, 4
155, 134957, 41528, 199814, 186, 23329, 180, 6
156, 134499, 41923, 199815, 185, 23393, 175, 10
157, 134056, 42317, 199823, 177, 23450, 164, 13
158, 133612, 42714, 199841, 159, 23515, 148, 11
159, 133177, 43112, 199867, 133, 23578, 124, 9
160, 132742, 43507, 199876, 124, 23627, 114, 10
161, 132298, 43903, 199875, 125, 23674, 114, 11
162, 131863, 44303, 199877, 123, 23711, 115, 8
163, 131431, 44701, 199883, 117, 23751, 111, 6
164, 131000, 45100, 199899, 101, 23799, 98, 3
165, 130574, 45499, 199907, 93, 23834, 89, 4
166, 130159, 45898, 199925, 75, 23868, 72, 3
167, 129742, 46298, 199940, 60, 23900, 58, 2
168, 129328, 46698, 199953, 47, 23927, 46, 1
169, 128921, 47098, 199962, 38, 23943, 38, 0
170, 128511, 47497, 199968, 32, 23960, 31, 1
171, 128104, 47897, 199975, 25, 23974, 24, 1
172, 127697, 48296, 199974, 26, 23981, 24, 2
173, 127289, 48696, 199977, 23, 23992, 22, 1
174, 126882, 49096, 199977, 23, 23999, 22, 1
175, 126470, 49495, 199972, 28, 24007, 27, 1
176, 126065, 49895, 199975, 25, 24015, 24, 1
177, 125660, 50295, 199977, 23, 24022, 22, 1
178, 125255, 50695, 199985, 15, 24035, 15, 0
179, 124853, 51095, 199988, 12, 24040, 12, 0
180, 124451, 51494, 199990, 10, 24045, 9, 1
181, 124050, 51893, 199993, 7, 24050, 5, 2
182, 123648, 52293, 199993, 7, 24052, 5, 2
183, 123247, 52693, 199995, 5, 24055, 4, 1
184, 122847, 53093, 199997, 3, 24057, 3, 0
185, 122447, 53493, 199999, 1, 24059, 1, 0
186, 122047, 53893, 200000, 0, 24060, 0, 0
187, 121647, 54293, 200000, 0, 24060, 0, 0
188, 121247, 54693, 200000, 0, 24060, 0, 0
189, 120847, 55093, 200000, 0, 24060, 0, 0
190, 120447, 55493, 200000, 0, 24060, 0, 0
191, 120047, 55893, 200000, 0, 24060, 0, 0
192, 119647, 56293, 200000, 0, 24060, 0, 0
193, 119247, 56693, 200000, 0, 24060, 0, 0
194, 118847, 57093, 200000, 0, 24060, 0, 0
195, 118447, 57493, 200000, 0, 24060, 0, 0
196, 118047, 57893, 200000, 0, 24060, 0, 0
197, 117647, 58293, 200000, 0, 24060, 0, 0
198, 117247, 58693, 200000, 0, 24060, 0, 0
199, 116847, 59093, 200000, 0, 24060, 0, 0
200, 116447, 59493, 200000, 0, 24060, 0, 0
201, 116047, 59893, 200000, 0, 24060, 0, 0
202, 115647, 60293, 200000, 0, 24060, 0, 0
203, 115247, 60693, 200000, 0, 24060, 0, 0
204, 114847, 61093, 200000, 0, 24060, 0, 0
205, 114447, 61493, 200000, 0, 24060, 0, 0
206, 114047, 61893, 200000, 0, 24060, 0, 0
207, 113647, 62293, 200000, 0, 24060, 0, 0
208, 113247, 62693, 200000, 0, 24060, 0, 0
209, 112847, 63093, 200000, 0, 24060, 0, 0
210, 112447, 63493, 200000, 0, 24060, 0, 0
211, 112047, 63893, 200000, 0, 24060, 0, 0
212, 111647, 64293, 200000, 0, 24060, 0, 0
213, 111247, 64693, 200000, 0, 24060, 0, 0
214, 110847, 65093, 200000, 0, 24060, 0, 0
215, 110447, 65493, 200000, 0, 24060, 0, 0
216, 110047, 65893, 200000, 0, 24060, 0, 0
217, 109647, 66293, 200000, 0, 24060, 0, 0
218, 109247, 66693, 200000, 0, 24060, 0, 0
219, 108847, 67093, 200000, 0, 24060, 0, 0
220, 108447, 67493, 200000, 0, 24060, 0, 0
221, 108047, 67893, 200000, 0, 24060, 0, 0
222, 107647, 68293, 200000, 0, 24060, 0, 0
223, 107247, 68693, 200000, 0, 24060, 0, 0
224, 106847, 69093, 200000, 0, 24060, 0, 0
225, 106447, 69493, 200000, 0, 24060, 0, 0
226, 106047, 69893, 200000, 0, 24060, 0, 0
227, 105647, 70293, 200000, 0, 24060, 0, 0
228, 105247, 70693, 200000, 0, 24060, 0, 0
229, 104847, 71093, 200000, 0, 24060, 0, 0
230, 104447, 71493, 200000, 0, 24060, 0, 0
231, 104047, 71893, 200000, 0, 24060, 0, 0
232, 103647, 72293, 200000, 0, 24060, 0, 0
233, 103247, 72693, 200000, 0, 24060, 0, 0
234, 102847, 73093, 200000, 0, 24060, 0, 0
235, 102447, 73493, 200000, 0, 24060, 0, 0
236, 102047, 73893, 200000, 0, 24060, 0, 0
237, 101647, 74293, 200000, 0, 24060, 0, 0
238, 101247, 74693, 200000, 0, 24060, 0, 0
239, 100847, 75093, 200000, 0, 24060, 0, 0
240, 100447, 75493, 200000, 0, 24060, 0, 0
241, 100047, 75893, 200000, 0, 24060, 0, 0
242, 99647, 76293, 200000, 0, 24060, 0, 0
243, 99247, 76693, 200000, 0, 24060, 0, 0
244, 98847, 77093, 200000, 0, 24060, 0, 0
245, 98447, 77493, 200000, 0, 24060, 0, 0
246, 98047, 77893, 200000, 0, 24060, 0, 0
247, 97647, 78293, 200000, 0, 24060, 0, 0
248, 97247, 78693, 200000, 0, 24060, 0, 0
249, 96847, 79093, 200000, 0, 24060, 0, 0
250, 96447, 79493, 200000, 0, 24060, 0, 0
251, 96047, 79893, 200000, 0, 24060, 0, 0
252, 95647, 80293, 200000, 0, 24060, 0, 0
253, 95247, 80693, 200000, 0, 24060, 0, 0
254, 94847, 81093, 200000, 0, 24060, 0, 0
255, 94447, 81493, 200000, 0, 24060, 0, 0
256, 94047, 81893, 200000, 0, 24060, 0, 0
257, 93647, 82293, 200000, 0, 24060, 0, 0
258, 93247, 82693, 200000, 0, 24060, 0, 0
259, 92847, 83093, 200000, 0, 24060, 0, 0
260, 92447, 83493, 200000, 0, 24060, 0, 0
261, 92047, 83893, 200000, 0, 24060, 0, 0
262, 91647, 84293, 200000, 0, 24060, 0, 0
263, 91247, 84693, 200000, 0, 24060, 0, 0
264, 90847, 85093, 200000, 0, 24060, 0, 0
265, 90447, 85493, 200000, 0, 24060, 0, 0
266, 90047, 85893, 200000, 0, 24060, 0, 0
267, 89647, 86293, 200000, 0, 24060, 0, 0
268, 89247, 86693, 200000, 0, 24060, 0, 0
269, 88847, 87093, 200000, 0, 24060, 0, 0
270, 88447, 87493, 200000, 0, 24060, 0, 0
271, 88047, 87893, 200000, 0, 24060, 0, 0
272, 87647, 88293, 200000, 0, 24060, 0, 0
273, 87247, 88693, 200000, 0, 24060, 0, 0
274, 86847, 89093, 200000, 0, 24060, 0, 0
275, 86447, 89493, 200000, 0, 24060, 0, 0
276, 86047, 89893, 200000, 0, 24060, 0, 0
277, 85647, 90293, 200000, 0, 24060, 0, 0
278, 85247, 90693, 200000, 0, 24060, 0, 0
279, 84847, 91093, 200000, 0, 24060, 0, 0
280, 84447, 91493, 200000, 0, 24060, 0, 0
281, 84047, 91893, 200000, 0, 24060, 0, 0
282, 83647, 92293, 200000, 0, 24060, 0, 0
283, 83247, 92693, 200000, 0, 24060, 0, 0
284, 82847, 93093, 200000, 0, 24060, 0, 0
285, 82447, 93493, 200000, 0, 24060, 0, 0
286, 82047, 93893, 200000, 0, 24060, 0, 0
287, 81647, 94293, 200000, 0, 24060, 0, 0
288, 81247, 94693, 200000, 0, 24060, 0, 0
289, 80847, 95093, 200000, 0, 24060, 0, 0
290, 80447, 95493, 200000, 0, 24060, 0, 0
291, 80047, 95893, 200000, 0, 24060, 0, 0
292, 79647, 96293, 200000, 0, 24060, 0, 0
293, 79247, 96693, 200000, 0, 24060, 0, 0
294, 78847, 97093, 200000, 0, 24060, 0, 0
295, 78447, 97493, 200000, 0, 24060, 0, 0
296, 78047, 97893, 200000, 0, 24060, 0, 0
297, 77647, 98293, 200000, 0, 24060, 0, 0
298, 77247, 98693, 200000, 0, 24060, 0, 0
299, 76847, 99093, 200000, 0, 24060, 0, 0
300, 76447, 99493, 200000, 0, 24060, 0, 0
301, 76047, 99893, 200000, 0, 24060, 0, 0
302, 75647, 100293, 200000, 0, 24060, 0, 0
303, 75247, 100693, 200000, 0, 24060, 0, 0
304, 74847, 101093, 200000, 0, 24060, 0, 0
305, 74447, 101493, 200000, 0, 24060, 0, 0
306, 74047, 101893, 200000, 0, 24060, 0, 0
307, 73647, 102293, 200000, 0, 24060, 0, 0
308, 73247, 102693, 200000, 0, 24060, 0, 0
309, 72847, 103093, 200000, 0, 24060, 0, 0
310, 72447, 103493, 200000, 0, 24060, 0, 0
311, 72047, 103893, 200000, 0, 24060, 0, 0
312, 71647, 104293, 200000, 0, 24060, 0, 0
313, 71247, 104693, 200000, 0, 24060, 0, 0
314, 70847, 105093, 200000, 0, 24060, 0, 0
315, 70447, 105493, 200000, 0, 24060, 0, 0
316, 70047, 105893, 200000, 0, 24060, 0, 0
317, 69647, 106293, 200000, 0, 24060, 0, 0
318, 69247, 106693, 200000, 0, 24060, 0, 0
319, 68847, 107093, 200000, 0, 24060, 0, 0
320, 68447, 107493, 200000, 0, 24060, 0, 0
321, 68047, 107893, 200000, 0, 24060, 0, 0
322, 67647, 108293, 200000, 0, 24060, 0, 0
323, 67247, 108693, 200000, 0, 24060, 0, 0
324, 66847, 109093, 200000, 0, 24060, 0, 0
325, 66447, 109493, 200000, 0, 24060, 0, 0
326, 66047, 109893, 200000, 0, 24060, 0, 0
327, 65647, 110293, 200000, 0, 24060, 0, 0
328, 65247, 110693, 200000, 0, 24060, 0, 0
329, 64847, 111093, 200000, 0, 24060, 0, 0
330, 64447, 111493, 200000, 0, 24060, 0, 0
331, 64047, 111893, 200000, 0, 24060, 0, 0
332, 63647, 112293, 200000, 0, 24060, 0, 0
333, 63247, 112693, 200000, 0, 24060, 0, 0
334, 62847, 113093, 200000, 0, 24060, 0, 0
335, 62447, 113493, 200000, 0, 24060, 0, 0
336, 62047, 113893, 200000, 0, 24060, 0, 0
337, 61647, 114293, 200000, 0, 24060, 0, 0
338, 61247, 114693, 200000, 0, 24060, 0, 0
339, 60847, 115093, 200000, 0, 24060, 0, 0
340, 60447, 115493, 200000, 0, 24060, 0, 0
341, 60047, 115893, 200000, 0, 24060, 0, 0
342, 59647, 116293, 200000, 0, 24060, 0, 0
343, 59247, 116693, 200000, 0, 24060, 0, 0
344, 58847, 117093, 200000, 0, 24060, 0, 0
345, 58447, 117493, 200000, 0, 24060, 0, 0
346, 58047, 117893, 200000, 0, 24060, 0, 0
347, 57647, 118293, 200000, 0, 24060, 0, 0
348, 57247, 118693, 200000, 0, 24060, 0, 0
349, 56847, 119093, 200000, 0, 24060, 0, 0
350, 56447, 119493, 200000, 0, 24060, 0, 0
351, 56047, 119893, 200000, 0, 24060, 0, 0
352, 55647, 120293, 200000, 0, 24060, 0, 0
353, 55247, 120693, 200000, 0, 24060, 0, 0
354, 54847, 121093, 200000, 0, 24060, 0, 0
355, 54447, 121493, 200000, 0, 24060, 0, 0
356, 54047, 121893, 200000, 0, 24060, 0, 0
357, 53647, 122293, 200000, 0, 24060, 0, 0
358, 53247, 122693, 200000, 0, 24060, 0, 0
359, 52847, 123093, 200000, 0, 24060, 0, 0
360, 52447, 123493, 200000, 0, 24060, 0, 0
361, 52047, 123893, 200000, 0, 24060, 0, 0
362, 51647, 124293, 200000, 0, 24060, 0, 0
363, 51247, 124693, 200000, 0, 24060, 0, 0
364, 50847, 125093, 200000, 0, 24060, 0, 0
365, 50447, 125493, 200000, 0, 24060, 0, 0
366, 50047, 125893, 200000, 0, 24060, 0, 0
367, 49647, 126293, 200000, 0, 24060, 0, 0
368, 49247, 126693, 200000, 0, 24060, 0, 0
369, 48847, 127093, 200000, 0, 24060, 0, 0
370, 48447, 127493, 200000, 0, 24060, 0, 0
371, 48047, 127893, 200000, 0, 24060, 0, 0
372, 47647, 128293, 200000, 0, 24060, 0, 0
373, 47247, 128693, 200000, 0, 24060, 0, 0
374, 46847, 129093, 200000, 0, 24060, 0, 0
375, 46447, 129493, 200000, 0, 24060, 0, 0
376, 46047, 129893, 200000, 0, 24060, 0, 0
377, 45647, 130293, 200000, 0, 24060, 0, 0
378, 45247, 130693, 200000, 0, 24060, 0, 0
379, 44847, 131093, 200000, 0, 24060, 0, 0
380, 44447, 131493, 200000, 0, 24060, 0, 0
381, 44047, 131893, 200000, 0, 24060, 0, 0
382, 43647, 132293, 200000, 0, 24060, 0, 0
383, 43247, 132693, 200000, 0, 24060, 0, 0
384, 42847, 133093, 200000, 0, 24060, 0, 0
385, 42447, 133493, 200000, 0, 24060, 0, 0
386, 42047, 133893, 200000, 0, 24060, 0, 0
387, 41647, 134293, 200000, 0, 24060, 0, 0
388, 41247, 134693, 200000, 0, 24060, 0, 0
389, 40847, 135093, 200000, 0, 24060, 0, 0
390, 40447, 135493, 200000, 0, 24060, 0, 0
391, 40047, 135893, 200000, 0, 24060, 0, 0
392, 39647, 136293, 200000, 0, 24060, 0, 0
393, 39247, 136693, 200000, 0, 24060, 0, 0
394, 38847, 137093, 200000, 0, 24060, 0, 0
395, 38447, 137493, 200000, 0, 24060, 0, 0
396, 38047, 137893, 200000, 0, 24060, 0, 0
397, 37647, 138293, 200000, 0, 24060, 0, 0
398, 37247, 138693, 200000, 0, 24060, 0, 0
399, 36847, 139093, 200000, 0, 24060, 0, 0
400, 36447, 139493, 200000, 0, 24060, 0, 0
