Timestep, S, V, S+V, I+VI, R, I, VI
270, 34926, 59017, 199663, 337, 105720, 110, 227
271, 34490, 59349, 199670, 330, 105831, 108, 222
272, 34058, 59693, 199690, 310, 105939, 110, 200
273, 33633, 60024, 199714, 286, 106057, 97, 189
274, 33209, 60370, 199740, 260, 106161, 83, 177
275, 32779, 60708, 199736, 264, 106249, 81, 183
276, 32361, 61054, 199758, 242, 106343, 75, 167
277, 31938, 61391, 199750, 250, 106421, 74, 176
278, 31519, 61729, 199761, 239, 106513, 64, 175
279, 31097, 62083, 199765, 235, 106585, 69, 166
280, 30675, 62430, 199776, 224, 106671, 66, 158
281, 30256, 62787, 199795, 205, 106752, 64, 141
282, 29841, 63140, 199801, 199, 106820, 57, 142
283, 29426, 63498, 199819, 181, 106895, 51, 130
284, 29013, 63861, 199831, 169, 106957, 46, 123
285, 28599, 64221, 199839, 161, 107019, 43, 118
286, 28180, 64586, 199842, 158, 107076, 48, 110
287, 27774, 64957, 199857, 143, 107126, 40, 103
288, 27359, 65323, 199862, 138, 107180, 40, 98
289, 26944, 65689, 199867, 133, 107234, 36, 97
290, 26539, 66048, 199856, 144, 107269, 35, 109
291, 26131, 66412, 199861, 139, 107318, 28, 111
292, 25720, 66785, 199872, 128, 107367, 25, 103
293, 25309, 67159, 199881, 119, 107413, 31, 88
294, 24895, 67531, 199883, 117, 107457, 37, 80
295, 24484, 67905, 199884, 116, 107495, 37, 79
296, 24072, 68275, 199879, 121, 107532, 39, 82
297, 23667, 68643, 199884, 116, 107574, 29, 87
298, 23261, 69003, 199875, 125, 107611, 23, 102
299, 22854, 69377, 199884, 116, 107653, 21, 95
300, 22446, 69745, 199881, 119, 107690, 23, 96
301, 22037, 70118, 199891, 109, 107736, 25, 84
302, 21635, 70492, 199896, 104, 107769, 20, 84
303, 21228, 70861, 199898, 102, 107809, 19, 83
304, 20823, 71242, 199910, 90, 107845, 15, 75
305, 20414, 71618, 199905, 95, 107873, 21, 74
306, 20010, 71996, 199917, 83, 107911, 19, 64
307, 19607, 72380, 199922, 78, 107935, 18, 60
308, 19202, 72764, 199934, 66, 107968, 13, 53
309, 18800, 73152, 199946, 54, 107994, 10, 44
310, 18395, 73535, 199943, 57, 108013, 12, 45
311, 17991, 73910, 199935, 65, 108034, 12, 53
312, 17588, 74294, 199930, 70, 108048, 12, 58
313, 17180, 74677, 199927, 73, 108070, 15, 58
314, 16777, 75050, 199926, 74, 108099, 14, 60
315, 16377, 75420, 199915, 85, 108118, 12, 73
316, 15975, 75799, 199917, 83, 108143, 7, 76
317, 15575, 76176, 199924, 76, 108173, 3, 73
318, 15172, 76556, 199931, 69, 108203, 5, 64
319, 14772, 76933, 199931, 69, 108226, 4, 65
320, 14371, 77322, 199942, 58, 108249, 5, 53
321, 13969, 77703, 199944, 56, 108272, 4, 52
322, 13567, 78085, 199947, 53, 108295, 5, 48
323, 13168, 78463, 199938, 62, 108307, 3, 59
324, 12765, 78843, 199936, 64, 108328, 5, 59
325, 12357, 79224, 199929, 71, 108348, 11, 60
326, 11953, 79604, 199926, 74, 108369, 15, 59
327, 11551, 79984, 199927, 73, 108392, 14, 59
328, 11149, 80367, 199935, 65, 108419, 8, 57
329, 10748, 80749, 199940, 60, 108443, 5, 55
330, 10343, 81131, 199939, 61, 108465, 8, 53
331, 9940, 81512, 199936, 64, 108484, 9, 55
332, 9540, 81902, 199945, 55, 108503, 9, 46
333, 9140, 82276, 199942, 58, 108526, 6, 52
334, 8738, 82653, 199939, 61, 108548, 4, 57
335, 8337, 83027, 199922, 78, 108558, 4, 74
336, 7936, 83404, 199924, 76, 108584, 4, 72
337, 7535, 83779, 199923, 77, 108609, 3, 74
338, 7133, 84160, 199929, 71, 108636, 4, 67
339, 6731, 84536, 199927, 73, 108660, 5, 68
340, 6330, 84917, 199933, 67, 108686, 5, 62
341, 5930, 85298, 199935, 65, 108707, 3, 62
342, 5528, 85675, 199936, 64, 108733, 4, 60
343, 5127, 86048, 199928, 72, 108753, 4, 68
344, 4727, 86427, 199926, 74, 108772, 3, 71
345, 4327, 86795, 199919, 81, 108797, 1, 80
346, 3926, 87169, 199920, 80, 108825, 2, 78
347, 3525, 87550, 199921, 79, 108846, 3, 76
348, 3125, 87915, 199918, 82, 108878, 2, 80
349, 2724, 88298, 199927, 73, 108905, 2, 71
350, 2325, 88681, 199931, 69, 108925, 1, 68
351, 1926, 89065, 199951, 49, 108960, 0, 49
352, 1526, 89453, 199957, 43, 108978, 0, 43
353, 1126, 89833, 199953, 47, 108994, 0, 47
354, 726, 90218, 199953, 47, 109009, 0, 47
355, 326, 90606, 199953, 47, 109021, 0, 47
356, 0, 90917, 199958, 42, 109041, 0, 42
357, 0, 90910, 199966, 34, 109056, 0, 34
358, 0, 90899, 199967, 33, 109068, 0, 33
359, 0, 90890, 199973, 27, 109083, 0, 27
360, 0, 90883, 199973, 27, 109090, 0, 27
361, 0, 90875, 199976, 24, 109101, 0, 24
362, 0, 90868, 199978, 22, 109110, 0, 22
363, 0, 90857, 199974, 26, 109117, 0, 26
364, 0, 90843, 199968, 32, 109125, 0, 32
365, 0, 90831, 199963, 37, 109132, 0, 37
366, 0, 90815, 199958, 42, 109143, 0, 42
367, 0, 90800, 199957, 43, 109157, 0, 43
368, 0, 90792, 199961, 39, 109169, 0, 39
369, 0, 90788, 199973, 27, 109185, 0, 27
370, 0, 90783, 199983, 17, 109200, 0, 17
371, 0, 90777, 199985, 15, 109208, 0, 15
372, 0, 90774, 199986, 14, 109212, 0, 14
373, 0, 90771, 199988, 12, 109217, 0, 12
374, 0, 90764, 199987, 13, 109223, 0, 13
375, 0, 90762, 199988, 12, 109226, 0, 12
376, 0, 90757, 199986, 14, 109229, 0, 14
377, 0, 90751, 199987, 13, 109236, 0, 13
378, 0, 90746, 199984, 16, 109238, 0, 16
379, 0, 90741, 199984, 16, 109243, 0, 16
380, 0, 90734, 199983, 17, 109249, 0, 17
381, 0, 90729, 199983, 17, 109254, 0, 17
382, 0, 90726, 199985, 15, 109259, 0, 15
383, 0, 90723, 199989, 11, 109266, 0, 11
384, 0, 90721, 199992, 8, 109271, 0, 8
385, 0, 90720, 199994, 6, 109274, 0, 6
386, 0, 90717, 199994, 6, 109277, 0, 6
387, 0, 90714, 199993, 7, 109279, 0, 7
388, 0, 90711, 199991, 9, 109280, 0, 9
389, 0, 90705, 199988, 12, 109283, 0, 12
390, 0, 90701, 199987, 13, 109286, 0, 13
391, 0, 90699, 199988, 12, 109289, 0, 12
392, 0, 90697, 199992, 8, 109295, 0, 8
393, 0, 90697, 199996, 4, 109299, 0, 4
394, 0, 90696, 199997, 3, 109301, 0, 3
395, 0, 90695, 199998, 2, 109303, 0, 2
396, 0, 90694, 199997, 3, 109303, 0, 3
397, 0, 90694, 199998, 2, 109304, 0, 2
398, 0, 90694, 199999, 1, 109305, 0, 1
399, 0, 90694, 200000, 0, 109306, 0, 0
400, 0, 90694, 200000, 0, 109306, 0, 0
