Timestep, S, V, S+V, I+VI, R, I, VI
177, 123639, 48643, 199890, 110, 27608, 85, 25
178, 123211, 49035, 199893, 107, 27647, 87, 20
179, 122786, 49432, 199902, 98, 27684, 80, 18
180, 122355, 49829, 199902, 98, 27718, 84, 14
181, 121936, 50227, 199917, 83, 27754, 75, 8
182, 121512, 50621, 199915, 85, 27782, 74, 11
183, 121086, 51017, 199919, 81, 27816, 69, 12
184, 120660, 51412, 199909, 91, 27837, 76, 15
185, 120229, 51807, 199903, 97, 27867, 83, 14
186, 119805, 52201, 199903, 97, 27897, 81, 16
187, 119377, 52595, 199900, 100, 27928, 83, 17
188, 118944, 52990, 199898, 102, 27964, 85, 17
189, 118524, 53382, 199900, 100, 27994, 82, 18
190, 118105, 53774, 199907, 93, 28028, 73, 20
191, 117689, 54170, 199925, 75, 28066, 57, 18
192, 117267, 54567, 199928, 72, 28094, 58, 14
193, 116852, 54964, 199937, 63, 28121, 54, 9
194, 116431, 55360, 199932, 68, 28141, 58, 10
195, 116016, 55754, 199936, 64, 28166, 51, 13
196, 115603, 56146, 199933, 67, 28184, 49, 18
197, 115195, 56541, 199945, 55, 28209, 37, 18
198, 114788, 56938, 199956, 44, 28230, 29, 15
199, 114382, 57337, 199970, 30, 28251, 21, 9
200, 113973, 57734, 199971, 29, 28264, 22, 7
201, 113565, 58132, 199971, 29, 28274, 23, 6
202, 113157, 58530, 199968, 32, 28281, 25, 7
203, 112749, 58927, 199969, 31, 28293, 24, 7
204, 112339, 59325, 199967, 33, 28303, 26, 7
205, 111934, 59725, 199972, 28, 28313, 23, 5
206, 111528, 60123, 199975, 25, 28324, 21, 4
207, 111125, 60517, 199978, 22, 28336, 15, 7
208, 110719, 60916, 199976, 24, 28341, 16, 8
209, 110316, 61314, 199979, 21, 28349, 13, 8
210, 109912, 61714, 199984, 16, 28358, 13, 3
211, 109508, 62114, 199987, 13, 28365, 11, 2
212, 109106, 62513, 199989, 11, 28370, 10, 1
213, 108703, 62913, 199990, 10, 28374, 9, 1
214, 108300, 63312, 199990, 10, 28378, 8, 2
215, 107897, 63709, 199987, 13, 28381, 9, 4
216, 107497, 64109, 199990, 10, 28384, 6, 4
217, 107097, 64507, 199992, 8, 28388, 3, 5
218, 106696, 64907, 199997, 3, 28394, 1, 2
219, 106296, 65307, 199997, 3, 28394, 1, 2
220, 105895, 65707, 199998, 2, 28396, 2, 0
221, 105493, 66107, 199997, 3, 28397, 3, 0
222, 105093, 66506, 199996, 4, 28397, 3, 1
223, 104692, 66906, 199996, 4, 28398, 3, 1
224, 104292, 67306, 199998, 2, 28400, 1, 1
225, 103891, 67706, 199998, 2, 28401, 2, 0
226, 103487, 68106, 199995, 5, 28402, 5, 0
227, 103084, 68506, 199992, 8, 28402, 8, 0
228, 102682, 68905, 199990, 10, 28403, 9, 1
229, 102281, 69303, 199991, 9, 28407, 6, 3
230, 101881, 69702, 199993, 7, 28410, 3, 4
231, 101478, 70101, 199992, 8, 28413, 4, 4
232, 101078, 70500, 199994, 6, 28416, 3, 3
233, 100676, 70899, 199992, 8, 28417, 5, 3
234, 100273, 71299, 199993, 7, 28421, 5, 2
235, 99872, 71699, 199993, 7, 28422, 6, 1
236, 99472, 72099, 199996, 4, 28425, 4, 0
237, 99071, 72499, 199998, 2, 28428, 2, 0
238, 98671, 72899, 199999, 1, 28429, 1, 0
239, 98271, 73297, 199997, 3, 28429, 1, 2
240, 97871, 73697, 199998, 2, 28430, 0, 2
241, 97471, 74097, 199998, 2, 28430, 0, 2
242, 97071, 74497, 200000, 0, 28432, 0, 0
243, 96671, 74897, 200000, 0, 28432, 0, 0
244, 96271, 75297, 200000, 0, 28432, 0, 0
245, 95871, 75697, 200000, 0, 28432, 0, 0
246, 95471, 76097, 200000, 0, 28432, 0, 0
247, 95071, 76497, 200000, 0, 28432, 0, 0
248, 94671, 76897, 200000, 0, 28432, 0, 0
249, 94271, 77297, 200000, 0, 28432, 0, 0
250, 93871, 77697, 200000, 0, 28432, 0, 0
251, 93471, 78097, 200000, 0, 28432, 0, 0
252, 93071, 78497, 200000, 0, 28432, 0, 0
253, 92671, 78897, 200000, 0, 28432, 0, 0
254, 92271, 79297, 200000, 0, 28432, 0, 0
255, 91871, 79697, 200000, 0, 28432, 0, 0
256, 91471, 80097, 200000, 0, 28432, 0, 0
257, 91071, 80497, 200000, 0, 28432, 0, 0
258, 90671, 80897, 200000, 0, 28432, 0, 0
259, 90271, 81297, 200000, 0, 28432, 0, 0
260, 89871, 81697, 200000, 0, 28432, 0, 0
261, 89471, 82097, 200000, 0, 28432, 0, 0
262, 89071, 82497, 200000, 0, 28432, 0, 0
263, 88671, 82897, 200000, 0, 28432, 0, 0
264, 88271, 83297, 200000, 0, 28432, 0, 0
265, 87871, 83697, 200000, 0, 28432, 0, 0
266, 87471, 84097, 200000, 0, 28432, 0, 0
267, 87071, 84497, 200000, 0, 28432, 0, 0
268, 86671, 84897, 200000, 0, 28432, 0, 0
269, 86271, 85297, 200000, 0, 28432, 0, 0
270, 85871, 85697, 200000, 0, 28432, 0, 0
271, 85471, 86097, 200000, 0, 28432, 0, 0
272, 85071, 86497, 200000, 0, 28432, 0, 0
273, 84671, 86897, 200000, 0, 28432, 0, 0
274, 84271, 87297, 200000, 0, 28432, 0, 0
275, 83871, 87697, 200000, 0, 28432, 0, 0
276, 83471, 88097, 200000, 0, 28432, 0, 0
277, 83071, 88497, 200000, 0, 28432, 0, 0
278, 82671, 88897, 200000, 0, 28432, 0, 0
279, 82271, 89297, 200000, 0, 28432, 0, 0
280, 81871, 89697, 200000, 0, 28432, 0, 0
281, 81471, 90097, 200000, 0, 28432, 0, 0
282, 81071, 90497, 200000, 0, 28432, 0, 0
283, 80671, 90897, 200000, 0, 28432, 0, 0
284, 80271, 91297, 200000, 0, 28432, 0, 0
285, 79871, 91697, 200000, 0, 28432, 0, 0
286, 79471, 92097, 200000, 0, 28432, 0, 0
287, 79071, 92497, 200000, 0, 28432, 0, 0
288, 78671, 92897, 200000, 0, 28432, 0, 0
289, 78271, 93297, 200000, 0, 28432, 0, 0
290, 77871, 93697, 200000, 0, 28432, 0, 0
291, 77471, 94097, 200000, 0, 28432, 0, 0
292, 77071, 94497, 200000, 0, 28432, 0, 0
293, 76671, 94897, 200000, 0, 28432, 0, 0
294, 76271, 95297, 200000, 0, 28432, 0, 0
295, 75871, 95697, 200000, 0, 28432, 0, 0
296, 75471, 96097, 200000, 0, 28432, 0, 0
297, 75071, 96497, 200000, 0, 28432, 0, 0
298, 74671, 96897, 200000, 0, 28432, 0, 0
299, 74271, 97297, 200000, 0, 28432, 0, 0
300, 73871, 97697, 200000, 0, 28432, 0, 0
301, 73471, 98097, 200000, 0, 28432, 0, 0
302, 73071, 98497, 200000, 0, 28432, 0, 0
303, 72671, 98897, 200000, 0, 28432, 0, 0
304, 72271, 99297, 200000, 0, 28432, 0, 0
305, 71871, 99697, 200000, 0, 28432, 0, 0
306, 71471, 100097, 200000, 0, 28432, 0, 0
307, 71071, 100497, 200000, 0, 28432, 0, 0
308, 70671, 100897, 200000, 0, 28432, 0, 0
309, 70271, 101297, 200000, 0, 28432, 0, 0
310, 69871, 101697, 200000, 0, 28432, 0, 0
311, 69471, 102097, 200000, 0, 28432, 0, 0
312, 69071, 102497, 200000, 0, 28432, 0, 0
313, 68671, 102897, 200000, 0, 28432, 0, 0
314, 68271, 103297, 200000, 0, 28432, 0, 0
315, 67871, 103697, 200000, 0, 28432, 0, 0
316, 67471, 104097, 200000, 0, 28432, 0, 0
317, 67071, 104497, 200000, 0, 28432, 0, 0
318, 66671, 104897, 200000, 0, 28432, 0, 0
319, 66271, 105297, 200000, 0, 28432, 0, 0
320, 65871, 105697, 200000, 0, 28432, 0, 0
321, 65471, 106097, 200000, 0, 28432, 0, 0
322, 65071, 106497, 200000, 0, 28432, 0, 0
323, 64671, 106897, 200000, 0, 28432, 0, 0
324, 64271, 107297, 200000, 0, 28432, 0, 0
325, 63871, 107697, 200000, 0, 28432, 0, 0
326, 63471, 108097, 200000, 0, 28432, 0, 0
327, 63071, 108497, 200000, 0, 28432, 0, 0
328, 62671, 108897, 200000, 0, 28432, 0, 0
329, 62271, 109297, 200000, 0, 28432, 0, 0
330, 61871, 109697, 200000, 0, 28432, 0, 0
331, 61471, 110097, 200000, 0, 28432, 0, 0
332, 61071, 110497, 200000, 0, 28432, 0, 0
333, 60671, 110897, 200000, 0, 28432, 0, 0
334, 60271, 111297, 200000, 0, 28432, 0, 0
335, 59871, 111697, 200000, 0, 28432, 0, 0
336, 59471, 112097, 200000, 0, 28432, 0, 0
337, 59071, 112497, 200000, 0, 28432, 0, 0
338, 58671, 112897, 200000, 0, 28432, 0, 0
339, 58271, 113297, 200000, 0, 28432, 0, 0
340, 57871, 113697, 200000, 0, 28432, 0, 0
341, 57471, 114097, 200000, 0, 28432, 0, 0
342, 57071, 114497, 200000, 0, 28432, 0, 0
343, 56671, 114897, 200000, 0, 28432, 0, 0
344, 56271, 115297, 200000, 0, 28432, 0, 0
345, 55871, 115697, 200000, 0, 28432, 0, 0
346, 55471, 116097, 200000, 0, 28432, 0, 0
347, 55071, 116497, 200000, 0, 28432, 0, 0
348, 54671, 116897, 200000, 0, 28432, 0, 0
349, 54271, 117297, 200000, 0, 28432, 0, 0
350, 53871, 117697, 200000, 0, 28432, 0, 0
351, 53471, 118097, 200000, 0, 28432, 0, 0
352, 53071, 118497, 200000, 0, 28432, 0, 0
353, 52671, 118897, 200000, 0, 28432, 0, 0
354, 52271, 119297, 200000, 0, 28432, 0, 0
355, 51871, 119697, 200000, 0, 28432, 0, 0
356, 51471, 120097, 200000, 0, 28432, 0, 0
357, 51071, 120497, 200000, 0, 28432, 0, 0
358, 50671, 120897, 200000, 0, 28432, 0, 0
359, 50271, 121297, 200000, 0, 28432, 0, 0
360, 49871, 121697, 200000, 0, 28432, 0, 0
361, 49471, 122097, 200000, 0, 28432, 0, 0
362, 49071, 122497, 200000, 0, 28432, 0, 0
363, 48671, 122897, 200000, 0, 28432, 0, 0
364, 48271, 123297, 200000, 0, 28432, 0, 0
365, 47871, 123697, 200000, 0, 28432, 0, 0
366, 47471, 124097, 200000, 0, 28432, 0, 0
367, 47071, 124497, 200000, 0, 28432, 0, 0
368, 46671, 124897, 200000, 0, 28432, 0, 0
369, 46271, 125297, 200000, 0, 28432, 0, 0
370, 45871, 125697, 200000, 0, 28432, 0, 0
371, 45471, 126097, 200000, 0, 28432, 0, 0
372, 45071, 126497, 200000, 0, 28432, 0, 0
373, 44671, 126897, 200000, 0, 28432, 0, 0
374, 44271, 127297, 200000, 0, 28432, 0, 0
375, 43871, 127697, 200000, 0, 28432, 0, 0
376, 43471, 128097, 200000, 0, 28432, 0, 0
377, 43071, 128497, 200000, 0, 28432, 0, 0
378, 42671, 128897, 200000, 0, 28432, 0, 0
379, 42271, 129297, 200000, 0, 28432, 0, 0
380, 41871, 129697, 200000, 0, 28432, 0, 0
381, 41471, 130097, 200000, 0, 28432, 0, 0
382, 41071, 130497, 200000, 0, 28432, 0, 0
383, 40671, 130897, 200000, 0, 28432, 0, 0
384, 40271, 131297, 200000, 0, 28432, 0, 0
385, 39871, 131697, 200000, 0, 28432, 0, 0
386, 39471, 132097, 200000, 0, 28432, 0, 0
387, 39071, 132497, 200000, 0, 28432, 0, 0
388, 38671, 132897, 200000, 0, 28432, 0, 0
389, 38271, 133297, 200000, 0, 28432, 0, 0
390, 37871, 133697, 200000, 0, 28432, 0, 0
391, 37471, 134097, 200000, 0, 28432, 0, 0
392, 37071, 134497, 200000, 0, 28432, 0, 0
393, 36671, 134897, 200000, 0, 28432, 0, 0
394, 36271, 135297, 200000, 0, 28432, 0, 0
395, 35871, 135697, 200000, 0, 28432, 0, 0
396, 35471, 136097, 200000, 0, 28432, 0, 0
397, 35071, 136497, 200000, 0, 28432, 0, 0
398, 34671, 136897, 200000, 0, 28432, 0, 0
399, 34271, 137297, 200000, 0, 28432, 0, 0
400, 33871, 137697, 200000, 0, 28432, 0, 0
