degree, count
0, 0.4123333333333333294846
1, 0.2133333333333333470261
2, 0.0759999999999999981126
3, 0.0363333333333333355353
4, 0.0250000000000000013878
5, 0.0186666666666666682117
6, 0.0160000000000000003331
7, 0.0103333333333333332593
8, 0.0060000000000000001249
9, 0.0116666666666666671986
10, 0.0073333333333333331969
11, 0.0046666666666666670529
12, 0.0036666666666666665984
13, 0.0036666666666666665984
14, 0.0033333333333333335473
15, 0.0040000000000000000833
16, 0.0026666666666666665776
17, 0.0006666666666666666444
18, 0.0026666666666666665776
19, 0.0033333333333333335473
20, 0.0013333333333333332888
21, 0.0013333333333333332888
22, 0.0023333333333333335265
23, 0.0006666666666666666444
24, 0.0010000000000000000208
25, 0.0013333333333333332888
26, 0.0006666666666666666444
27, 0.0010000000000000000208
28, 0.0003333333333333333222
29, 0.0013333333333333332888
30, 0.0023333333333333335265
31, 0.0010000000000000000208
32, 0.0010000000000000000208
33, 0.0003333333333333333222
34, 0.0006666666666666666444
35, 0.0003333333333333333222
36, 0.0006666666666666666444
37, 0.0016666666666666667736
38, 0.0013333333333333332888
39, 0.0006666666666666666444
40, 0.0010000000000000000208
41, 0.0016666666666666667736
43, 0.0006666666666666666444
44, 0.0013333333333333332888
45, 0.0013333333333333332888
46, 0.0003333333333333333222
47, 0.0006666666666666666444
49, 0.0003333333333333333222
50, 0.0006666666666666666444
51, 0.0003333333333333333222
52, 0.0006666666666666666444
54, 0.0003333333333333333222
55, 0.0010000000000000000208
56, 0.0006666666666666666444
58, 0.0003333333333333333222
59, 0.0003333333333333333222
62, 0.0006666666666666666444
65, 0.0003333333333333333222
66, 0.0006666666666666666444
67, 0.0006666666666666666444
68, 0.0010000000000000000208
70, 0.0013333333333333332888
71, 0.0006666666666666666444
74, 0.0010000000000000000208
75, 0.0003333333333333333222
76, 0.0006666666666666666444
77, 0.0003333333333333333222
79, 0.0003333333333333333222
80, 0.0003333333333333333222
83, 0.0003333333333333333222
84, 0.0010000000000000000208
87, 0.0006666666666666666444
90, 0.0010000000000000000208
91, 0.0006666666666666666444
92, 0.0003333333333333333222
94, 0.0010000000000000000208
95, 0.0010000000000000000208
97, 0.0006666666666666666444
99, 0.0006666666666666666444
101, 0.0010000000000000000208
102, 0.0006666666666666666444
103, 0.0003333333333333333222
105, 0.0010000000000000000208
109, 0.0006666666666666666444
110, 0.0003333333333333333222
111, 0.0003333333333333333222
112, 0.0003333333333333333222
113, 0.0010000000000000000208
115, 0.0003333333333333333222
116, 0.0003333333333333333222
117, 0.0006666666666666666444
118, 0.0003333333333333333222
119, 0.0003333333333333333222
121, 0.0003333333333333333222
123, 0.0010000000000000000208
126, 0.0003333333333333333222
129, 0.0006666666666666666444
130, 0.0003333333333333333222
132, 0.0010000000000000000208
134, 0.0006666666666666666444
136, 0.0003333333333333333222
137, 0.0003333333333333333222
140, 0.0003333333333333333222
142, 0.0003333333333333333222
143, 0.0003333333333333333222
146, 0.0006666666666666666444
147, 0.0003333333333333333222
151, 0.0006666666666666666444
152, 0.0003333333333333333222
155, 0.0003333333333333333222
156, 0.0006666666666666666444
161, 0.0003333333333333333222
164, 0.0003333333333333333222
165, 0.0003333333333333333222
168, 0.0006666666666666666444
171, 0.0006666666666666666444
182, 0.0003333333333333333222
183, 0.0003333333333333333222
184, 0.0006666666666666666444
185, 0.0003333333333333333222
187, 0.0006666666666666666444
188, 0.0003333333333333333222
189, 0.0003333333333333333222
190, 0.0003333333333333333222
191, 0.0003333333333333333222
198, 0.0003333333333333333222
202, 0.0003333333333333333222
204, 0.0003333333333333333222
205, 0.0003333333333333333222
208, 0.0006666666666666666444
210, 0.0006666666666666666444
215, 0.0003333333333333333222
223, 0.0003333333333333333222
225, 0.0003333333333333333222
227, 0.0003333333333333333222
229, 0.0006666666666666666444
234, 0.0003333333333333333222
240, 0.0003333333333333333222
245, 0.0006666666666666666444
248, 0.0003333333333333333222
249, 0.0003333333333333333222
251, 0.0003333333333333333222
256, 0.0003333333333333333222
260, 0.0003333333333333333222
262, 0.0003333333333333333222
263, 0.0006666666666666666444
264, 0.0006666666666666666444
265, 0.0003333333333333333222
267, 0.0003333333333333333222
269, 0.0003333333333333333222
275, 0.0003333333333333333222
278, 0.0003333333333333333222
279, 0.0003333333333333333222
282, 0.0006666666666666666444
285, 0.0003333333333333333222
287, 0.0003333333333333333222
288, 0.0003333333333333333222
297, 0.0003333333333333333222
298, 0.0003333333333333333222
304, 0.0003333333333333333222
305, 0.0003333333333333333222
309, 0.0003333333333333333222
310, 0.0003333333333333333222
311, 0.0003333333333333333222
320, 0.0003333333333333333222
322, 0.0006666666666666666444
324, 0.0003333333333333333222
325, 0.0003333333333333333222
327, 0.0003333333333333333222
329, 0.0003333333333333333222
330, 0.0003333333333333333222
332, 0.0003333333333333333222
336, 0.0003333333333333333222
342, 0.0006666666666666666444
345, 0.0003333333333333333222
347, 0.0003333333333333333222
352, 0.0003333333333333333222
374, 0.0003333333333333333222
375, 0.0003333333333333333222
376, 0.0003333333333333333222
383, 0.0003333333333333333222
387, 0.0003333333333333333222
392, 0.0003333333333333333222
416, 0.0003333333333333333222
419, 0.0003333333333333333222
422, 0.0003333333333333333222
424, 0.0003333333333333333222
425, 0.0003333333333333333222
430, 0.0003333333333333333222
433, 0.0003333333333333333222
446, 0.0003333333333333333222
447, 0.0003333333333333333222
453, 0.0003333333333333333222
462, 0.0003333333333333333222
466, 0.0003333333333333333222
471, 0.0003333333333333333222
472, 0.0003333333333333333222
473, 0.0003333333333333333222
480, 0.0003333333333333333222
500, 0.0003333333333333333222
504, 0.0003333333333333333222
510, 0.0003333333333333333222
522, 0.0003333333333333333222
528, 0.0003333333333333333222
532, 0.0003333333333333333222
536, 0.0003333333333333333222
541, 0.0003333333333333333222
546, 0.0003333333333333333222
553, 0.0006666666666666666444
559, 0.0003333333333333333222
573, 0.0003333333333333333222
575, 0.0003333333333333333222
586, 0.0003333333333333333222
589, 0.0003333333333333333222
593, 0.0003333333333333333222
595, 0.0003333333333333333222
596, 0.0003333333333333333222
601, 0.0003333333333333333222
622, 0.0003333333333333333222
625, 0.0003333333333333333222
628, 0.0003333333333333333222
631, 0.0003333333333333333222
632, 0.0003333333333333333222
640, 0.0003333333333333333222
651, 0.0003333333333333333222
655, 0.0003333333333333333222
658, 0.0003333333333333333222
667, 0.0003333333333333333222
671, 0.0003333333333333333222
683, 0.0003333333333333333222
684, 0.0003333333333333333222
685, 0.0003333333333333333222
689, 0.0003333333333333333222
692, 0.0003333333333333333222
701, 0.0003333333333333333222
706, 0.0003333333333333333222
709, 0.0003333333333333333222
712, 0.0003333333333333333222
720, 0.0003333333333333333222
724, 0.0003333333333333333222
733, 0.0003333333333333333222
736, 0.0003333333333333333222
737, 0.0003333333333333333222
738, 0.0003333333333333333222
764, 0.0003333333333333333222
767, 0.0003333333333333333222
783, 0.0006666666666666666444
784, 0.0003333333333333333222
785, 0.0003333333333333333222
793, 0.0006666666666666666444
798, 0.0003333333333333333222
800, 0.0003333333333333333222
824, 0.0003333333333333333222
826, 0.0003333333333333333222
828, 0.0003333333333333333222
832, 0.0003333333333333333222
835, 0.0003333333333333333222
836, 0.0003333333333333333222
840, 0.0003333333333333333222
857, 0.0003333333333333333222
863, 0.0003333333333333333222
864, 0.0003333333333333333222
865, 0.0003333333333333333222
880, 0.0003333333333333333222
882, 0.0003333333333333333222
895, 0.0003333333333333333222
906, 0.0006666666666666666444
908, 0.0003333333333333333222
915, 0.0003333333333333333222
921, 0.0003333333333333333222
923, 0.0003333333333333333222
931, 0.0003333333333333333222
935, 0.0003333333333333333222
940, 0.0003333333333333333222
954, 0.0003333333333333333222
964, 0.0003333333333333333222
966, 0.0003333333333333333222
973, 0.0003333333333333333222
978, 0.0003333333333333333222
994, 0.0003333333333333333222
996, 0.0003333333333333333222
1002, 0.0003333333333333333222
1012, 0.0003333333333333333222
1016, 0.0006666666666666666444
1018, 0.0003333333333333333222
1022, 0.0003333333333333333222
1032, 0.0003333333333333333222
1044, 0.0006666666666666666444
1047, 0.0003333333333333333222
1048, 0.0003333333333333333222
1073, 0.0006666666666666666444
1078, 0.0003333333333333333222
1089, 0.0003333333333333333222
1090, 0.0003333333333333333222
1095, 0.0003333333333333333222
1097, 0.0006666666666666666444
1102, 0.0003333333333333333222
1107, 0.0003333333333333333222
1110, 0.0003333333333333333222
1117, 0.0003333333333333333222
1125, 0.0003333333333333333222
1148, 0.0003333333333333333222
1151, 0.0006666666666666666444
1160, 0.0003333333333333333222
1170, 0.0003333333333333333222
1175, 0.0003333333333333333222
1190, 0.0003333333333333333222
1218, 0.0003333333333333333222
