Timestep, S, V, S+V, I+VI, R, I, VI
84, 180243, 13372, 199385, 615, 5770, 569, 46
85, 179653, 13754, 199374, 626, 5967, 579, 47
86, 179042, 14137, 199343, 657, 6164, 613, 44
87, 178435, 14515, 199335, 665, 6385, 611, 54
88, 177838, 14896, 199327, 673, 6593, 621, 52
89, 177233, 15279, 199333, 667, 6821, 615, 52
90, 176639, 15648, 199337, 663, 7050, 600, 63
91, 176020, 16032, 199318, 682, 7266, 620, 62
92, 175415, 16414, 199317, 683, 7488, 621, 62
93, 174801, 16782, 199296, 704, 7713, 643, 61
94, 174187, 17155, 199290, 710, 7948, 640, 70
95, 173543, 17525, 199239, 761, 8171, 679, 82
96, 172900, 17899, 199216, 784, 8417, 706, 78
97, 172273, 18277, 199208, 792, 8658, 719, 73
98, 171621, 18646, 199199, 801, 8932, 724, 77
99, 170963, 19013, 199177, 823, 9201, 739, 84
100, 170277, 19388, 199115, 885, 9450, 796, 89
101, 169603, 19757, 199093, 907, 9733, 821, 86
102, 168865, 20122, 199011, 989, 10024, 902, 87
103, 168145, 20482, 198962, 1038, 10335, 935, 103
104, 167437, 20825, 198902, 1098, 10640, 968, 130
105, 166706, 21180, 198899, 1101, 11013, 961, 140
106, 165952, 21524, 198849, 1151, 11373, 1000, 151
107, 165214, 21879, 198831, 1169, 11738, 1027, 142
108, 164490, 22231, 198835, 1165, 12114, 1021, 144
109, 163741, 22569, 198834, 1166, 12524, 1023, 143
110, 162980, 22913, 198800, 1200, 12907, 1045, 155
111, 162195, 23254, 198728, 1272, 13279, 1108, 164
112, 161412, 23589, 198691, 1309, 13690, 1135, 174
113, 160645, 23915, 198667, 1333, 14107, 1142, 191
114, 159880, 24247, 198678, 1322, 14551, 1125, 197
115, 159067, 24584, 198650, 1350, 14999, 1157, 193
116, 158260, 24897, 198597, 1403, 15440, 1194, 209
117, 157425, 25223, 198521, 1479, 15873, 1262, 217
118, 156585, 25540, 198474, 1526, 16349, 1289, 237
119, 155733, 25859, 198435, 1565, 16843, 1335, 230
120, 154859, 26169, 198380, 1620, 17352, 1373, 247
121, 154014, 26491, 198380, 1620, 17875, 1380, 240
122, 153136, 26814, 198358, 1642, 18408, 1406, 236
123, 152249, 27121, 198342, 1658, 18972, 1420, 238
124, 151353, 27443, 198291, 1709, 19495, 1470, 239
125, 150457, 27749, 198256, 1744, 20050, 1486, 258
126, 149551, 28048, 198229, 1771, 20630, 1505, 266
127, 148648, 28342, 198194, 1806, 21204, 1515, 291
128, 147728, 28630, 198152, 1848, 21794, 1544, 304
129, 146823, 28917, 198141, 1859, 22401, 1542, 317
130, 145899, 29231, 198140, 1860, 23010, 1562, 298
131, 145002, 29536, 198180, 1820, 23642, 1534, 286
132, 144068, 29820, 198148, 1852, 24260, 1560, 292
133, 143098, 30097, 198065, 1935, 24870, 1609, 326
134, 142128, 30372, 197962, 2038, 25462, 1689, 349
135, 141150, 30628, 197890, 2110, 26112, 1732, 378
136, 140111, 30898, 197814, 2186, 26805, 1799, 387
137, 139128, 31147, 197775, 2225, 27500, 1810, 415
138, 138067, 31393, 197682, 2318, 28222, 1894, 424
139, 137012, 31641, 197644, 2356, 28991, 1911, 445
140, 135980, 31887, 197592, 2408, 29725, 1955, 453
141, 134888, 32109, 197537, 2463, 30540, 1994, 469
142, 133813, 32340, 197500, 2500, 31347, 2018, 482
143, 132740, 32572, 197445, 2555, 32133, 2057, 498
144, 131682, 32784, 197469, 2531, 33003, 2022, 509
145, 130586, 32999, 197432, 2568, 33847, 2043, 525
146, 129474, 33210, 197372, 2628, 34688, 2085, 543
147, 128417, 33419, 197370, 2630, 35534, 2079, 551
148, 127312, 33626, 197353, 2647, 36415, 2091, 556
149, 126177, 33835, 197328, 2672, 37316, 2111, 561
150, 125056, 33999, 197219, 2781, 38164, 2178, 603
151, 123915, 34174, 197151, 2849, 39062, 2213, 636
152, 122758, 34344, 197090, 2910, 39988, 2236, 674
153, 121595, 34530, 197070, 2930, 40945, 2276, 654
154, 120421, 34671, 197003, 2997, 41911, 2308, 689
155, 119274, 34836, 197008, 2992, 42898, 2289, 703
156, 118097, 35011, 196983, 3017, 43875, 2314, 703
157, 116891, 35170, 196969, 3031, 44908, 2344, 687
158, 115695, 35340, 196925, 3075, 45890, 2394, 681
159, 114460, 35475, 196827, 3173, 46892, 2452, 721
160, 113256, 35611, 196806, 3194, 47939, 2447, 747
161, 112055, 35710, 196730, 3270, 48965, 2460, 810
162, 110875, 35832, 196772, 3228, 50065, 2412, 816
163, 109644, 35965, 196742, 3258, 51133, 2439, 819
164, 108395, 36072, 196702, 3298, 52235, 2483, 815
165, 107161, 36204, 196658, 3342, 53293, 2538, 804
166, 105914, 36332, 196637, 3363, 54391, 2551, 812
167, 104690, 36445, 196668, 3332, 55533, 2525, 807
168, 103493, 36544, 196672, 3328, 56635, 2492, 836
169, 102283, 36650, 196687, 3313, 57754, 2455, 858
170, 101099, 36716, 196680, 3320, 58865, 2408, 912
171, 99903, 36785, 196651, 3349, 59963, 2410, 939
172, 98736, 36864, 196667, 3333, 61067, 2363, 970
173, 97567, 36958, 196710, 3290, 62185, 2346, 944
174, 96384, 37013, 196709, 3291, 63312, 2336, 955
175, 95205, 37065, 196670, 3330, 64400, 2347, 983
176, 93987, 37132, 196594, 3406, 65475, 2408, 998
177, 92806, 37193, 196602, 3398, 66603, 2404, 994
178, 91664, 37263, 196657, 3343, 67730, 2370, 973
179, 90519, 37313, 196713, 3287, 68881, 2307, 980
180, 89351, 37376, 196728, 3272, 70001, 2288, 984
181, 88175, 37447, 196695, 3305, 71073, 2317, 988
182, 87004, 37487, 196659, 3341, 72168, 2340, 1001
183, 85852, 37527, 196652, 3348, 73273, 2319, 1029
184, 84668, 37608, 196654, 3346, 74378, 2328, 1018
185, 83549, 37675, 196733, 3267, 75509, 2272, 995
186, 82411, 37740, 196772, 3228, 76621, 2254, 974
187, 81333, 37789, 196846, 3154, 77724, 2150, 1004
188, 80278, 37830, 196884, 3116, 78776, 2085, 1031
189, 79219, 37864, 196932, 3068, 79849, 2014, 1054
190, 78159, 37931, 196968, 3032, 80878, 1997, 1035
191, 77078, 37993, 196963, 3037, 81892, 2026, 1011
192, 76092, 38066, 197075, 2925, 82917, 1951, 974
193, 75080, 38162, 197152, 2848, 83910, 1893, 955
194, 74094, 38228, 197251, 2749, 84929, 1801, 948
195, 73110, 38344, 197296, 2704, 85842, 1802, 902
196, 72101, 38438, 197297, 2703, 86758, 1805, 898
197, 71154, 38503, 197335, 2665, 87678, 1766, 899
198, 70187, 38631, 197364, 2636, 88546, 1747, 889
199, 69255, 38736, 197452, 2548, 89461, 1662, 886
200, 68334, 38857, 197534, 2466, 90343, 1638, 828
201, 67466, 38964, 197612, 2388, 91182, 1540, 848
202, 66650, 39094, 197753, 2247, 92009, 1428, 819
203, 65863, 39232, 197904, 2096, 92809, 1295, 801
204, 65067, 39406, 198043, 1957, 93570, 1223, 734
205, 64325, 39580, 198161, 1839, 94256, 1151, 688
206, 63579, 39732, 198216, 1784, 94905, 1102, 682
207, 62834, 39903, 198264, 1736, 95527, 1048, 688
208, 62104, 40089, 198288, 1712, 96095, 1040, 672
209, 61396, 40287, 198372, 1628, 96689, 1008, 620
210, 60717, 40502, 198482, 1518, 97263, 942, 576
211, 60058, 40727, 198592, 1408, 97807, 869, 539
212, 59417, 40937, 198671, 1329, 98317, 800, 529
213, 58787, 41171, 198739, 1261, 98781, 749, 512
214, 58177, 41407, 198799, 1201, 99215, 697, 504
215, 57574, 41649, 198869, 1131, 99646, 659, 472
216, 56974, 41875, 198891, 1109, 100042, 625, 484
217, 56380, 42134, 198930, 1070, 100416, 607, 463
218, 55795, 42351, 198923, 1077, 100777, 593, 484
219, 55206, 42588, 198945, 1055, 101151, 580, 475
220, 54613, 42837, 198936, 1064, 101486, 581, 483
221, 54010, 43071, 198935, 1065, 101854, 602, 463
222, 53422, 43312, 198940, 1060, 102206, 599, 461
223, 52847, 43578, 198975, 1025, 102550, 577, 448
224, 52281, 43849, 199049, 951, 102919, 540, 411
225, 51727, 44119, 199112, 888, 103266, 506, 382
226, 51170, 44382, 199127, 873, 103575, 492, 381
227, 50630, 44645, 199145, 855, 103870, 462, 393
228, 50112, 44911, 199177, 823, 104154, 423, 400
229, 49591, 45180, 199219, 781, 104448, 387, 394
230, 49082, 45450, 199257, 743, 104725, 358, 385
231, 48583, 45744, 199304, 696, 104977, 339, 357
232, 48068, 46028, 199325, 675, 105229, 339, 336
233, 47575, 46322, 199365, 635, 105468, 320, 315
234, 47083, 46624, 199380, 620, 105673, 309, 311
235, 46589, 46915, 199408, 592, 105904, 288, 304
236, 46099, 47213, 199415, 585, 106103, 284, 301
237, 45598, 47514, 199405, 595, 106293, 292, 303
238, 45106, 47818, 199420, 580, 106496, 295, 285
239, 44615, 48132, 199435, 565, 106688, 297, 268
240, 44137, 48435, 199460, 540, 106888, 274, 266
241, 43676, 48734, 199486, 514, 107076, 238, 276
242, 43198, 49043, 199494, 506, 107253, 228, 278
243, 42741, 49354, 199523, 477, 107428, 207, 270
244, 42275, 49676, 199541, 459, 107590, 208, 251
245, 41822, 49992, 199573, 427, 107759, 186, 241
246, 41360, 50297, 199562, 438, 107905, 190, 248
247, 40915, 50617, 199581, 419, 108049, 172, 247
248, 40452, 50953, 199591, 409, 108186, 181, 228
249, 40000, 51283, 199626, 374, 108343, 170, 204
250, 39550, 51611, 199629, 371, 108468, 171, 200
251, 39108, 51957, 199660, 340, 108595, 152, 188
252, 38670, 52293, 199680, 320, 108717, 142, 178
253, 38239, 52626, 199704, 296, 108839, 129, 167
254, 37805, 52966, 199706, 294, 108935, 124, 170
255, 37377, 53300, 199714, 286, 109037, 109, 177
256, 36952, 53645, 199732, 268, 109135, 100, 168
257, 36524, 53994, 199747, 253, 109229, 90, 163
258, 36110, 54351, 199784, 216, 109323, 76, 140
259, 35681, 54709, 199793, 207, 109403, 77, 130
260, 35254, 55053, 199789, 211, 109482, 78, 133
261, 34827, 55406, 199772, 228, 109539, 93, 135
262, 34403, 55765, 199778, 222, 109610, 88, 134
263, 33991, 56112, 199796, 204, 109693, 72, 132
264, 33574, 56486, 199827, 173, 109767, 59, 114
265, 33161, 56852, 199845, 155, 109832, 50, 105
266, 32745, 57224, 199866, 134, 109897, 55, 79
267, 32328, 57606, 199874, 126, 109940, 54, 72
268, 31913, 57991, 199891, 109, 109987, 56, 53
269, 31500, 58369, 199900, 100, 110031, 48, 52
270, 31091, 58744, 199901, 99, 110066, 42, 57
271, 30675, 59122, 199893, 107, 110096, 43, 64
272, 30269, 59501, 199901, 99, 110131, 37, 62
273, 29860, 59878, 199903, 97, 110165, 39, 58
274, 29454, 60253, 199910, 90, 110203, 31, 59
275, 29049, 60633, 199912, 88, 110230, 34, 54
276, 28643, 61009, 199914, 86, 110262, 29, 57
277, 28242, 61392, 199927, 73, 110293, 24, 49
278, 27841, 61772, 199931, 69, 110318, 19, 50
279, 27442, 62149, 199939, 61, 110348, 16, 45
280, 27038, 62534, 199938, 62, 110366, 16, 46
281, 26639, 62916, 199942, 58, 110387, 14, 44
282, 26237, 63304, 199950, 50, 110409, 13, 37
283, 25839, 63689, 199956, 44, 110428, 8, 36
284, 25438, 64077, 199960, 40, 110445, 7, 33
285, 25038, 64459, 199956, 44, 110459, 8, 36
286, 24638, 64849, 199959, 41, 110472, 10, 31
287, 24234, 65234, 199953, 47, 110485, 14, 33
288, 23835, 65623, 199961, 39, 110503, 10, 29
289, 23432, 66012, 199957, 43, 110513, 12, 31
290, 23033, 66393, 199958, 42, 110532, 11, 31
291, 22634, 66778, 199954, 46, 110542, 11, 35
292, 22234, 67168, 199958, 42, 110556, 9, 33
293, 21829, 67551, 199954, 46, 110574, 11, 35
294, 21429, 67930, 199947, 53, 110588, 15, 38
295, 21028, 68310, 199936, 64, 110598, 16, 48
296, 20628, 68692, 199940, 60, 110620, 16, 44
297, 20229, 69078, 199948, 52, 110641, 13, 39
298, 19831, 69463, 199956, 44, 110662, 10, 34
299, 19429, 69846, 199955, 45, 110680, 9, 36
300, 19031, 70238, 199962, 38, 110693, 8, 30
301, 18632, 70628, 199966, 34, 110706, 8, 26
302, 18234, 71013, 199972, 28, 110725, 8, 20
303, 17840, 71397, 199968, 32, 110731, 7, 25
304, 17445, 71783, 199968, 32, 110740, 5, 27
305, 17047, 72171, 199971, 29, 110753, 3, 26
306, 16649, 72556, 199968, 32, 110763, 8, 24
307, 16251, 72943, 199966, 34, 110772, 10, 24
308, 15860, 73321, 199963, 37, 110782, 9, 28
309, 15461, 73711, 199967, 33, 110795, 5, 28
310, 15067, 74100, 199973, 27, 110806, 4, 23
311, 14670, 74484, 199973, 27, 110819, 3, 24
312, 14274, 74875, 199977, 23, 110828, 3, 20
313, 13881, 75260, 199974, 26, 110833, 2, 24
314, 13488, 75646, 199980, 20, 110846, 1, 19
315, 13093, 76036, 199980, 20, 110851, 1, 19
316, 12696, 76424, 199979, 21, 110859, 2, 19
317, 12299, 76812, 199977, 23, 110866, 6, 17
318, 11908, 77198, 199977, 23, 110871, 5, 18
319, 11512, 77580, 199972, 28, 110880, 5, 23
320, 11118, 77964, 199971, 29, 110889, 3, 26
321, 10729, 78342, 199965, 35, 110894, 3, 32
322, 10333, 78730, 199971, 29, 110908, 4, 25
323, 9938, 79115, 199971, 29, 110918, 3, 26
324, 9545, 79499, 199973, 27, 110929, 4, 23
325, 9157, 79876, 199970, 30, 110937, 2, 28
326, 8765, 80258, 199970, 30, 110947, 2, 28
327, 8374, 80643, 199973, 27, 110956, 1, 26
328, 7981, 81031, 199979, 21, 110967, 1, 20
329, 7591, 81418, 199986, 14, 110977, 1, 13
330, 7200, 81801, 199984, 16, 110983, 2, 14
331, 6812, 82186, 199986, 14, 110988, 2, 12
332, 6424, 82566, 199981, 19, 110991, 2, 17
333, 6030, 82956, 199985, 15, 110999, 1, 14
334, 5639, 83343, 199984, 16, 111002, 1, 15
335, 5253, 83726, 199989, 11, 111010, 0, 11
336, 4869, 84107, 199990, 10, 111014, 0, 10
337, 4484, 84489, 199991, 9, 111018, 0, 9
338, 4101, 84872, 199994, 6, 111021, 0, 6
339, 3724, 85247, 199995, 5, 111024, 0, 5
340, 3347, 85621, 199995, 5, 111027, 0, 5
341, 2964, 86003, 199994, 6, 111027, 0, 6
342, 2588, 86376, 199993, 7, 111029, 0, 7
343, 2211, 86751, 199994, 6, 111032, 0, 6
344, 1846, 87112, 199991, 9, 111033, 0, 9
345, 1480, 87476, 199992, 8, 111036, 0, 8
346, 1127, 87826, 199991, 9, 111038, 0, 9
347, 784, 88168, 199994, 6, 111042, 0, 6
348, 473, 88478, 199995, 5, 111044, 0, 5
349, 202, 88748, 199997, 3, 111047, 0, 3
350, 69, 88880, 199997, 3, 111048, 0, 3
351, 27, 88920, 199996, 4, 111049, 0, 4
352, 9, 88938, 199997, 3, 111050, 0, 3
353, 4, 88941, 199996, 4, 111051, 0, 4
354, 1, 88944, 199998, 2, 111053, 0, 2
355, 0, 88945, 199998, 2, 111053, 0, 2
356, 0, 88944, 199999, 1, 111055, 0, 1
357, 0, 88944, 199999, 1, 111055, 0, 1
358, 0, 88944, 199999, 1, 111055, 0, 1
359, 0, 88944, 200000, 0, 111056, 0, 0
360, 0, 88944, 200000, 0, 111056, 0, 0
361, 0, 88944, 200000, 0, 111056, 0, 0
362, 0, 88944, 200000, 0, 111056, 0, 0
363, 0, 88944, 200000, 0, 111056, 0, 0
364, 0, 88944, 200000, 0, 111056, 0, 0
365, 0, 88944, 200000, 0, 111056, 0, 0
366, 0, 88944, 200000, 0, 111056, 0, 0
367, 0, 88944, 200000, 0, 111056, 0, 0
368, 0, 88944, 200000, 0, 111056, 0, 0
369, 0, 88944, 200000, 0, 111056, 0, 0
370, 0, 88944, 200000, 0, 111056, 0, 0
371, 0, 88944, 200000, 0, 111056, 0, 0
372, 0, 88944, 200000, 0, 111056, 0, 0
373, 0, 88944, 200000, 0, 111056, 0, 0
374, 0, 88944, 200000, 0, 111056, 0, 0
375, 0, 88944, 200000, 0, 111056, 0, 0
376, 0, 88944, 200000, 0, 111056, 0, 0
377, 0, 88944, 200000, 0, 111056, 0, 0
378, 0, 88944, 200000, 0, 111056, 0, 0
379, 0, 88944, 200000, 0, 111056, 0, 0
380, 0, 88944, 200000, 0, 111056, 0, 0
381, 0, 88944, 200000, 0, 111056, 0, 0
382, 0, 88944, 200000, 0, 111056, 0, 0
383, 0, 88944, 200000, 0, 111056, 0, 0
384, 0, 88944, 200000, 0, 111056, 0, 0
385, 0, 88944, 200000, 0, 111056, 0, 0
386, 0, 88944, 200000, 0, 111056, 0, 0
387, 0, 88944, 200000, 0, 111056, 0, 0
388, 0, 88944, 200000, 0, 111056, 0, 0
389, 0, 88944, 200000, 0, 111056, 0, 0
390, 0, 88944, 200000, 0, 111056, 0, 0
391, 0, 88944, 200000, 0, 111056, 0, 0
392, 0, 88944, 200000, 0, 111056, 0, 0
393, 0, 88944, 200000, 0, 111056, 0, 0
394, 0, 88944, 200000, 0, 111056, 0, 0
395, 0, 88944, 200000, 0, 111056, 0, 0
396, 0, 88944, 200000, 0, 111056, 0, 0
397, 0, 88944, 200000, 0, 111056, 0, 0
398, 0, 88944, 200000, 0, 111056, 0, 0
399, 0, 88944, 200000, 0, 111056, 0, 0
400, 0, 88944, 200000, 0, 111056, 0, 0
