Timestep, S, V, S+V, I+VI, R, I, VI
186, 124278, 52692, 199926, 74, 22956, 60, 14
187, 123863, 53088, 199929, 71, 22978, 59, 12
188, 123448, 53480, 199929, 71, 23001, 55, 16
189, 123035, 53869, 199934, 66, 23030, 49, 17
190, 122617, 54265, 199931, 69, 23049, 51, 18
191, 122206, 54663, 199941, 59, 23072, 45, 14
192, 121792, 55061, 199949, 51, 23096, 44, 7
193, 121386, 55457, 199961, 39, 23118, 33, 6
194, 120978, 55856, 199965, 35, 23131, 30, 5
195, 120569, 56252, 199968, 32, 23147, 24, 8
196, 120166, 56648, 199971, 29, 23157, 21, 8
197, 119760, 57045, 199971, 29, 23166, 20, 9
198, 119355, 57443, 199977, 23, 23179, 17, 6
199, 118951, 57839, 199976, 24, 23186, 17, 7
200, 118547, 58239, 199981, 19, 23195, 14, 5
201, 118146, 58635, 199983, 17, 23202, 11, 6
202, 117745, 59032, 199987, 13, 23210, 8, 5
203, 117341, 59428, 199983, 17, 23214, 8, 9
204, 116942, 59826, 199987, 13, 23219, 5, 8
205, 116541, 60226, 199990, 10, 23223, 5, 5
206, 116139, 60626, 199996, 4, 23231, 3, 1
207, 115742, 61022, 199996, 4, 23232, 4, 0
208, 115342, 61422, 199997, 3, 23233, 3, 0
209, 114942, 61822, 199999, 1, 23235, 1, 0
210, 114543, 62221, 200000, 0, 23236, 0, 0
211, 114145, 62619, 200000, 0, 23236, 0, 0
212, 113746, 63018, 200000, 0, 23236, 0, 0
213, 113346, 63418, 200000, 0, 23236, 0, 0
214, 112946, 63818, 200000, 0, 23236, 0, 0
215, 112547, 64217, 200000, 0, 23236, 0, 0
216, 112148, 64616, 200000, 0, 23236, 0, 0
217, 111748, 65016, 200000, 0, 23236, 0, 0
218, 111349, 65415, 200000, 0, 23236, 0, 0
219, 110950, 65814, 200000, 0, 23236, 0, 0
220, 110551, 66213, 200000, 0, 23236, 0, 0
221, 110152, 66612, 200000, 0, 23236, 0, 0
222, 109753, 67011, 200000, 0, 23236, 0, 0
223, 109354, 67410, 200000, 0, 23236, 0, 0
224, 108954, 67810, 200000, 0, 23236, 0, 0
225, 108554, 68210, 200000, 0, 23236, 0, 0
226, 108154, 68610, 200000, 0, 23236, 0, 0
227, 107757, 69007, 200000, 0, 23236, 0, 0
228, 107357, 69407, 200000, 0, 23236, 0, 0
229, 106958, 69806, 200000, 0, 23236, 0, 0
230, 106558, 70206, 200000, 0, 23236, 0, 0
231, 106160, 70604, 200000, 0, 23236, 0, 0
232, 105761, 71003, 200000, 0, 23236, 0, 0
233, 105361, 71403, 200000, 0, 23236, 0, 0
234, 104961, 71803, 200000, 0, 23236, 0, 0
235, 104561, 72203, 200000, 0, 23236, 0, 0
236, 104163, 72601, 200000, 0, 23236, 0, 0
237, 103764, 73000, 200000, 0, 23236, 0, 0
238, 103366, 73398, 200000, 0, 23236, 0, 0
239, 102966, 73798, 200000, 0, 23236, 0, 0
240, 102566, 74198, 200000, 0, 23236, 0, 0
241, 102166, 74598, 200000, 0, 23236, 0, 0
242, 101766, 74998, 200000, 0, 23236, 0, 0
243, 101368, 75396, 200000, 0, 23236, 0, 0
244, 100968, 75796, 200000, 0, 23236, 0, 0
245, 100568, 76196, 200000, 0, 23236, 0, 0
246, 100169, 76595, 200000, 0, 23236, 0, 0
247, 99769, 76995, 200000, 0, 23236, 0, 0
248, 99370, 77394, 200000, 0, 23236, 0, 0
249, 98971, 77793, 200000, 0, 23236, 0, 0
250, 98571, 78193, 200000, 0, 23236, 0, 0
251, 98171, 78593, 200000, 0, 23236, 0, 0
252, 97771, 78993, 200000, 0, 23236, 0, 0
253, 97371, 79393, 200000, 0, 23236, 0, 0
254, 96971, 79793, 200000, 0, 23236, 0, 0
255, 96573, 80191, 200000, 0, 23236, 0, 0
256, 96176, 80588, 200000, 0, 23236, 0, 0
257, 95777, 80987, 200000, 0, 23236, 0, 0
258, 95378, 81386, 200000, 0, 23236, 0, 0
259, 94979, 81785, 200000, 0, 23236, 0, 0
260, 94579, 82185, 200000, 0, 23236, 0, 0
261, 94179, 82585, 200000, 0, 23236, 0, 0
262, 93779, 82985, 200000, 0, 23236, 0, 0
263, 93380, 83384, 200000, 0, 23236, 0, 0
264, 92982, 83782, 200000, 0, 23236, 0, 0
265, 92583, 84181, 200000, 0, 23236, 0, 0
266, 92184, 84580, 200000, 0, 23236, 0, 0
267, 91785, 84979, 200000, 0, 23236, 0, 0
268, 91385, 85379, 200000, 0, 23236, 0, 0
269, 90988, 85776, 200000, 0, 23236, 0, 0
270, 90588, 86176, 200000, 0, 23236, 0, 0
271, 90188, 86576, 200000, 0, 23236, 0, 0
272, 89790, 86974, 200000, 0, 23236, 0, 0
273, 89390, 87374, 200000, 0, 23236, 0, 0
274, 88991, 87773, 200000, 0, 23236, 0, 0
275, 88593, 88171, 200000, 0, 23236, 0, 0
276, 88194, 88570, 200000, 0, 23236, 0, 0
277, 87795, 88969, 200000, 0, 23236, 0, 0
278, 87395, 89369, 200000, 0, 23236, 0, 0
279, 86996, 89768, 200000, 0, 23236, 0, 0
280, 86597, 90167, 200000, 0, 23236, 0, 0
281, 86198, 90566, 200000, 0, 23236, 0, 0
282, 85799, 90965, 200000, 0, 23236, 0, 0
283, 85399, 91365, 200000, 0, 23236, 0, 0
284, 84999, 91765, 200000, 0, 23236, 0, 0
285, 84599, 92165, 200000, 0, 23236, 0, 0
286, 84201, 92563, 200000, 0, 23236, 0, 0
287, 83802, 92962, 200000, 0, 23236, 0, 0
288, 83402, 93362, 200000, 0, 23236, 0, 0
289, 83002, 93762, 200000, 0, 23236, 0, 0
290, 82603, 94161, 200000, 0, 23236, 0, 0
291, 82204, 94560, 200000, 0, 23236, 0, 0
292, 81805, 94959, 200000, 0, 23236, 0, 0
293, 81407, 95357, 200000, 0, 23236, 0, 0
294, 81008, 95756, 200000, 0, 23236, 0, 0
295, 80608, 96156, 200000, 0, 23236, 0, 0
296, 80209, 96555, 200000, 0, 23236, 0, 0
297, 79810, 96954, 200000, 0, 23236, 0, 0
298, 79412, 97352, 200000, 0, 23236, 0, 0
299, 79013, 97751, 200000, 0, 23236, 0, 0
300, 78613, 98151, 200000, 0, 23236, 0, 0
301, 78213, 98551, 200000, 0, 23236, 0, 0
302, 77815, 98949, 200000, 0, 23236, 0, 0
303, 77415, 99349, 200000, 0, 23236, 0, 0
304, 77015, 99749, 200000, 0, 23236, 0, 0
305, 76617, 100147, 200000, 0, 23236, 0, 0
306, 76218, 100546, 200000, 0, 23236, 0, 0
307, 75818, 100946, 200000, 0, 23236, 0, 0
308, 75419, 101345, 200000, 0, 23236, 0, 0
309, 75019, 101745, 200000, 0, 23236, 0, 0
310, 74619, 102145, 200000, 0, 23236, 0, 0
311, 74220, 102544, 200000, 0, 23236, 0, 0
312, 73820, 102944, 200000, 0, 23236, 0, 0
313, 73420, 103344, 200000, 0, 23236, 0, 0
314, 73020, 103744, 200000, 0, 23236, 0, 0
315, 72621, 104143, 200000, 0, 23236, 0, 0
316, 72224, 104540, 200000, 0, 23236, 0, 0
317, 71824, 104940, 200000, 0, 23236, 0, 0
318, 71427, 105337, 200000, 0, 23236, 0, 0
319, 71030, 105734, 200000, 0, 23236, 0, 0
320, 70631, 106133, 200000, 0, 23236, 0, 0
321, 70231, 106533, 200000, 0, 23236, 0, 0
322, 69832, 106932, 200000, 0, 23236, 0, 0
323, 69434, 107330, 200000, 0, 23236, 0, 0
324, 69035, 107729, 200000, 0, 23236, 0, 0
325, 68636, 108128, 200000, 0, 23236, 0, 0
326, 68239, 108525, 200000, 0, 23236, 0, 0
327, 67841, 108923, 200000, 0, 23236, 0, 0
328, 67441, 109323, 200000, 0, 23236, 0, 0
329, 67041, 109723, 200000, 0, 23236, 0, 0
330, 66645, 110119, 200000, 0, 23236, 0, 0
331, 66246, 110518, 200000, 0, 23236, 0, 0
332, 65847, 110917, 200000, 0, 23236, 0, 0
333, 65448, 111316, 200000, 0, 23236, 0, 0
334, 65048, 111716, 200000, 0, 23236, 0, 0
335, 64649, 112115, 200000, 0, 23236, 0, 0
336, 64251, 112513, 200000, 0, 23236, 0, 0
337, 63851, 112913, 200000, 0, 23236, 0, 0
338, 63451, 113313, 200000, 0, 23236, 0, 0
339, 63054, 113710, 200000, 0, 23236, 0, 0
340, 62654, 114110, 200000, 0, 23236, 0, 0
341, 62256, 114508, 200000, 0, 23236, 0, 0
342, 61859, 114905, 200000, 0, 23236, 0, 0
343, 61462, 115302, 200000, 0, 23236, 0, 0
344, 61062, 115702, 200000, 0, 23236, 0, 0
345, 60663, 116101, 200000, 0, 23236, 0, 0
346, 60265, 116499, 200000, 0, 23236, 0, 0
347, 59866, 116898, 200000, 0, 23236, 0, 0
348, 59467, 117297, 200000, 0, 23236, 0, 0
349, 59067, 117697, 200000, 0, 23236, 0, 0
350, 58668, 118096, 200000, 0, 23236, 0, 0
351, 58270, 118494, 200000, 0, 23236, 0, 0
352, 57872, 118892, 200000, 0, 23236, 0, 0
353, 57473, 119291, 200000, 0, 23236, 0, 0
354, 57073, 119691, 200000, 0, 23236, 0, 0
355, 56673, 120091, 200000, 0, 23236, 0, 0
356, 56274, 120490, 200000, 0, 23236, 0, 0
357, 55874, 120890, 200000, 0, 23236, 0, 0
358, 55476, 121288, 200000, 0, 23236, 0, 0
359, 55080, 121684, 200000, 0, 23236, 0, 0
360, 54682, 122082, 200000, 0, 23236, 0, 0
361, 54283, 122481, 200000, 0, 23236, 0, 0
362, 53884, 122880, 200000, 0, 23236, 0, 0
363, 53484, 123280, 200000, 0, 23236, 0, 0
364, 53084, 123680, 200000, 0, 23236, 0, 0
365, 52685, 124079, 200000, 0, 23236, 0, 0
366, 52288, 124476, 200000, 0, 23236, 0, 0
367, 51889, 124875, 200000, 0, 23236, 0, 0
368, 51491, 125273, 200000, 0, 23236, 0, 0
369, 51095, 125669, 200000, 0, 23236, 0, 0
370, 50696, 126068, 200000, 0, 23236, 0, 0
371, 50296, 126468, 200000, 0, 23236, 0, 0
372, 49897, 126867, 200000, 0, 23236, 0, 0
373, 49499, 127265, 200000, 0, 23236, 0, 0
374, 49102, 127662, 200000, 0, 23236, 0, 0
375, 48703, 128061, 200000, 0, 23236, 0, 0
376, 48304, 128460, 200000, 0, 23236, 0, 0
377, 47904, 128860, 200000, 0, 23236, 0, 0
378, 47506, 129258, 200000, 0, 23236, 0, 0
379, 47107, 129657, 200000, 0, 23236, 0, 0
380, 46707, 130057, 200000, 0, 23236, 0, 0
381, 46308, 130456, 200000, 0, 23236, 0, 0
382, 45908, 130856, 200000, 0, 23236, 0, 0
383, 45513, 131251, 200000, 0, 23236, 0, 0
384, 45117, 131647, 200000, 0, 23236, 0, 0
385, 44718, 132046, 200000, 0, 23236, 0, 0
386, 44318, 132446, 200000, 0, 23236, 0, 0
387, 43920, 132844, 200000, 0, 23236, 0, 0
388, 43520, 133244, 200000, 0, 23236, 0, 0
389, 43122, 133642, 200000, 0, 23236, 0, 0
390, 42722, 134042, 200000, 0, 23236, 0, 0
391, 42322, 134442, 200000, 0, 23236, 0, 0
392, 41925, 134839, 200000, 0, 23236, 0, 0
393, 41527, 135237, 200000, 0, 23236, 0, 0
394, 41127, 135637, 200000, 0, 23236, 0, 0
395, 40727, 136037, 200000, 0, 23236, 0, 0
396, 40331, 136433, 200000, 0, 23236, 0, 0
397, 39933, 136831, 200000, 0, 23236, 0, 0
398, 39535, 137229, 200000, 0, 23236, 0, 0
399, 39135, 137629, 200000, 0, 23236, 0, 0
400, 38740, 138024, 200000, 0, 23236, 0, 0
